entry_time,mint,symbol,entry_price_usd,exit_time,exit_price_usd,exit_reason,pnl_percent,pnl_usd,pnl_sol,assumed_position_usd,assumed_position_sol,ret15_percent,ret5_percent,greens_last5,likely_non_fill_reason,confidence,confidence_notes
2026-02-24T16:14:35.862Z,8jiVXftnn2ZG6bugK7HAH5j2G3D6TpsG521gqsWwpump,AUTISM,0.001203,2026-02-24T16:15:01.353Z,0.0012023985,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+7.12%,+10.47%,2,cooldown collision,high,prev event 17s ago (< cooldown 180s)
2026-02-24T16:14:35.862Z,Hep2BWs5Fu8g8zKLs9jTTiCUBRCnYNpLdJV9DtrCpump,BlueWhale,0.002772,2026-02-24T16:15:01.353Z,0.0027706140000000002,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+6.17%,+6.17%,2,cooldown collision,high,prev event 17s ago (< cooldown 180s)
2026-02-24T16:14:35.863Z,GDmSzyg3F3CqgusT4CcxhjaKKfaucN98L4EUePeqpump,PETAH,0.000622,2026-02-24T16:16:05.976Z,0.000621689,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+21.56%,+11.83%,2,cooldown collision,high,prev event 17s ago (< cooldown 180s)
2026-02-24T16:15:01.353Z,7CWLxXfjRZ8WP8HVWBSHoti9pVP9FfN5UwZ71JyXpump,Limited,0.000346,2026-02-24T16:16:05.975Z,0.00034582700000000005,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+29.44%,+11.76%,2,cooldown collision,high,prev event 122s ago (< cooldown 180s)
2026-02-24T16:15:01.539Z,GDmSzyg3F3CqgusT4CcxhjaKKfaucN98L4EUePeqpump,PETAH,0.000622,2026-02-24T16:16:05.976Z,0.000621689,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+21.56%,+10.23%,2,cooldown collision,high,prev event 26s ago (< cooldown 180s)
2026-02-24T16:16:22.861Z,Hep2BWs5Fu8g8zKLs9jTTiCUBRCnYNpLdJV9DtrCpump,BlueWhale,0.002782,2026-02-24T16:19:15.141Z,0.0027806090000000003,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+6.55%,+2.39%,2,cooldown collision,high,prev event 107s ago (< cooldown 180s)
2026-02-24T16:16:44.931Z,Hep2BWs5Fu8g8zKLs9jTTiCUBRCnYNpLdJV9DtrCpump,BlueWhale,0.002782,2026-02-24T16:19:15.141Z,0.0027806090000000003,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+6.55%,+1.35%,2,cooldown collision,high,prev event 22s ago (< cooldown 180s)
2026-02-24T16:17:11.253Z,Hep2BWs5Fu8g8zKLs9jTTiCUBRCnYNpLdJV9DtrCpump,BlueWhale,0.002905,2026-02-24T16:19:15.141Z,0.0029035475,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+11.26%,+5.83%,3,cooldown collision,high,prev event 26s ago (< cooldown 180s)
2026-02-24T16:17:52.898Z,Hep2BWs5Fu8g8zKLs9jTTiCUBRCnYNpLdJV9DtrCpump,BlueWhale,0.002905,2026-02-24T16:19:15.141Z,0.0029035475,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+11.26%,+7.95%,2,cooldown collision,high,prev event 42s ago (< cooldown 180s)
2026-02-24T16:18:16.345Z,7CWLxXfjRZ8WP8HVWBSHoti9pVP9FfN5UwZ71JyXpump,Limited,0.0003613,2026-02-24T16:19:33.965Z,0.00036111935000000003,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+18.34%,+11.00%,2,data insufficiency/unknown,medium,candidate reason=marketData(lowConfidence)
2026-02-24T16:18:16.346Z,Hep2BWs5Fu8g8zKLs9jTTiCUBRCnYNpLdJV9DtrCpump,BlueWhale,0.002996,2026-02-24T16:19:15.141Z,0.002994502,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+14.75%,+10.76%,2,cooldown collision,high,prev event 23s ago (< cooldown 180s)
2026-02-24T16:18:37.404Z,Hep2BWs5Fu8g8zKLs9jTTiCUBRCnYNpLdJV9DtrCpump,BlueWhale,0.003047,2026-02-24T16:19:15.141Z,0.0030454765,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+16.70%,+10.92%,2,cooldown collision,high,prev event 21s ago (< cooldown 180s)
2026-02-24T16:18:55.292Z,7CWLxXfjRZ8WP8HVWBSHoti9pVP9FfN5UwZ71JyXpump,Limited,0.0003659,2026-02-24T16:19:33.965Z,0.00036571705,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+25.65%,+3.89%,2,cooldown collision,high,prev event 39s ago (< cooldown 180s)
2026-02-24T16:18:55.293Z,Hep2BWs5Fu8g8zKLs9jTTiCUBRCnYNpLdJV9DtrCpump,BlueWhale,0.003047,2026-02-24T16:19:15.141Z,0.0030454765,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+16.70%,+10.92%,2,cooldown collision,high,prev event 18s ago (< cooldown 180s)
2026-02-24T16:19:15.141Z,7CWLxXfjRZ8WP8HVWBSHoti9pVP9FfN5UwZ71JyXpump,Limited,0.0003659,2026-02-24T16:19:33.965Z,0.00036571705,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+25.65%,+3.89%,2,cooldown collision,high,prev event 20s ago (< cooldown 180s)
2026-02-24T16:19:56.142Z,CZMtGTzuyTueYx9gdri2yfAeH2zwVb9bfuZSCZj1pump,POPU,0.00001361,2026-02-24T16:30:14.000Z,0.0000149072,trailingStop,+9.53%,1.9062,0.02310040,20.0000,0.24236549,+16.42%,+1.26%,2,route/quote unavailable,low,candidate reason=marketData(lowConfidence); no track artifact for mint/day
2026-02-24T16:19:56.143Z,7CWLxXfjRZ8WP8HVWBSHoti9pVP9FfN5UwZ71JyXpump,Limited,0.0003857,2026-02-24T16:20:37.731Z,0.00038550715000000004,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+33.92%,+11.47%,2,cooldown collision,high,prev event 41s ago (< cooldown 180s)
2026-02-24T16:20:19.587Z,CZMtGTzuyTueYx9gdri2yfAeH2zwVb9bfuZSCZj1pump,POPU,0.00001415,2026-02-24T16:30:14.000Z,0.0000149072,trailingStop,+5.35%,1.0702,0.01296955,20.0000,0.24236549,+21.04%,+5.28%,2,cooldown collision,high,prev event 23s ago (< cooldown 180s)
2026-02-24T16:20:37.730Z,CZMtGTzuyTueYx9gdri2yfAeH2zwVb9bfuZSCZj1pump,POPU,0.00001415,2026-02-24T16:30:14.000Z,0.0000149072,trailingStop,+5.35%,1.0702,0.01296955,20.0000,0.24236549,+21.04%,+5.28%,2,cooldown collision,high,prev event 18s ago (< cooldown 180s)
2026-02-24T16:20:37.731Z,4fSWEw2wbYEUCcMtitzmeGUfqinoafXxkhqZrA9Gpump,Pigeon,0.002213,2026-02-24T16:21:13.858Z,0.0022118935,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+8.27%,+1.98%,2,data insufficiency/unknown,medium,candidate reason=marketData(lowConfidence)
2026-02-24T16:20:56.574Z,CZMtGTzuyTueYx9gdri2yfAeH2zwVb9bfuZSCZj1pump,POPU,0.00001432,2026-02-24T16:30:14.000Z,0.0000149072,trailingStop,+4.10%,0.8201,0.00993834,20.0000,0.24236549,+22.50%,+11.27%,3,cooldown collision,high,prev event 19s ago (< cooldown 180s)
2026-02-24T16:20:56.575Z,GDmSzyg3F3CqgusT4CcxhjaKKfaucN98L4EUePeqpump,PETAH,0.0005838,2026-02-24T16:21:13.858Z,0.0005835081,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+7.59%,+5.74%,2,data insufficiency/unknown,medium,candidate reason=marketData(lowConfidence)
2026-02-24T16:20:56.575Z,1ugKvQBmxESGM8RX3RmBNVEwwko8i4jRaueYz9kcyai,REVAunits,0.03417,2026-02-24T16:21:35.000Z,0.034152915,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+6.22%,+6.65%,2,data insufficiency/unknown,medium,candidate reason=marketData(lowConfidence)
2026-02-24T16:21:13.857Z,CZMtGTzuyTueYx9gdri2yfAeH2zwVb9bfuZSCZj1pump,POPU,0.00001432,2026-02-24T16:30:14.000Z,0.0000149072,trailingStop,+4.10%,0.8201,0.00993834,20.0000,0.24236549,+22.50%,+4.75%,2,cooldown collision,high,prev event 17s ago (< cooldown 180s)
2026-02-24T16:21:13.858Z,AGj48tqewsFL8fr7cRuqCQCY26oK89VsSMY7XWk8pump,Bits,0.00006042,2026-02-24T16:21:52.797Z,0.00006038979,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+55.56%,+7.84%,2,route/quote unavailable,low,candidate reason=marketData(lowConfidence); no track artifact for mint/day
2026-02-24T16:21:34.999Z,CZMtGTzuyTueYx9gdri2yfAeH2zwVb9bfuZSCZj1pump,POPU,0.0000167,2026-02-24T16:21:52.796Z,0.00001669165,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+42.86%,+22.52%,2,cooldown collision,high,prev event 21s ago (< cooldown 180s)
2026-02-24T16:21:35.000Z,AGj48tqewsFL8fr7cRuqCQCY26oK89VsSMY7XWk8pump,Bits,0.00006042,2026-02-24T16:21:52.797Z,0.00006038979,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+55.56%,+7.84%,2,cooldown collision,high,prev event 21s ago (< cooldown 180s)
2026-02-24T16:21:52.796Z,CZMtGTzuyTueYx9gdri2yfAeH2zwVb9bfuZSCZj1pump,POPU,0.00001547,2026-02-24T16:22:29.099Z,0.000015462265,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+32.34%,+13.50%,2,cooldown collision,high,prev event 18s ago (< cooldown 180s)
2026-02-24T16:21:52.797Z,8SkfuQkYNTskoQUbbjr2JbZQeqQV9egnJXgfMXf5bonk,fih,0.006323,2026-02-24T16:22:29.099Z,0.0063198385,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+4.36%,+1.23%,2,data insufficiency/unknown,medium,candidate reason=marketData(lowConfidence)
2026-02-24T16:22:11.859Z,AGj48tqewsFL8fr7cRuqCQCY26oK89VsSMY7XWk8pump,Bits,0.00005762,2026-02-24T16:24:21.209Z,0.000057591190000000005,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+36.67%,+2.84%,2,cooldown collision,high,prev event 37s ago (< cooldown 180s)
2026-02-24T16:22:29.099Z,4fSWEw2wbYEUCcMtitzmeGUfqinoafXxkhqZrA9Gpump,Pigeon,0.002215,2026-02-24T16:24:21.209Z,0.0022138925,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+4.73%,+1.33%,2,cooldown collision,high,prev event 111s ago (< cooldown 180s)
2026-02-24T16:22:46.858Z,4fSWEw2wbYEUCcMtitzmeGUfqinoafXxkhqZrA9Gpump,Pigeon,0.002215,2026-02-24T16:24:21.209Z,0.0022138925,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+4.33%,+1.33%,2,cooldown collision,high,prev event 18s ago (< cooldown 180s)
2026-02-24T16:24:21.208Z,CZMtGTzuyTueYx9gdri2yfAeH2zwVb9bfuZSCZj1pump,POPU,0.00001534,2026-02-24T16:30:14.000Z,0.00001533233,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+31.22%,+15.43%,2,cooldown collision,high,prev event 148s ago (< cooldown 180s)
2026-02-24T16:24:40.388Z,CZMtGTzuyTueYx9gdri2yfAeH2zwVb9bfuZSCZj1pump,POPU,0.00001622,2026-02-24T16:24:58.510Z,0.000016211890000000002,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+38.75%,+19.18%,2,cooldown collision,high,prev event 19s ago (< cooldown 180s)
2026-02-24T16:24:40.389Z,7NoFtDpmQvE9JsRv7o6zgYZJBEcixWumJaZsDoyrpump,Xingxing,0.0001828,2026-02-24T16:27:04.012Z,0.0001827086,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+14.82%,+13.75%,2,data insufficiency/unknown,medium,candidate reason=marketData(lowConfidence)
2026-02-24T16:24:58.510Z,CZMtGTzuyTueYx9gdri2yfAeH2zwVb9bfuZSCZj1pump,POPU,0.00001606,2026-02-24T16:26:42.945Z,0.00001605197,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+37.38%,+13.50%,2,cooldown collision,high,prev event 18s ago (< cooldown 180s)
2026-02-24T16:24:58.511Z,7NoFtDpmQvE9JsRv7o6zgYZJBEcixWumJaZsDoyrpump,Xingxing,0.0001828,2026-02-24T16:27:04.012Z,0.0001827086,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+14.82%,+13.75%,2,cooldown collision,high,prev event 18s ago (< cooldown 180s)
2026-02-24T16:24:58.512Z,ByPRjYBLskAca3sRhfaAA7ZYumG5bFLvE9xETWVdpump,ADHD,0.00002375,2026-02-24T16:29:31.307Z,0.000028204,trailingStop,+18.75%,3.7507,0.04545246,20.0000,0.24236549,+25.13%,+13.91%,3,route/quote unavailable,low,candidate reason=marketData(lowConfidence); no track artifact for mint/day
2026-02-24T16:25:18.882Z,CZMtGTzuyTueYx9gdri2yfAeH2zwVb9bfuZSCZj1pump,POPU,0.00001606,2026-02-24T16:26:42.945Z,0.00001605197,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+37.38%,+13.50%,2,cooldown collision,high,prev event 20s ago (< cooldown 180s)
2026-02-24T16:25:18.883Z,7NoFtDpmQvE9JsRv7o6zgYZJBEcixWumJaZsDoyrpump,Xingxing,0.0001831,2026-02-24T16:27:04.012Z,0.00018300845,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+15.01%,+13.94%,3,cooldown collision,high,prev event 20s ago (< cooldown 180s)
2026-02-24T16:25:18.884Z,ByPRjYBLskAca3sRhfaAA7ZYumG5bFLvE9xETWVdpump,ADHD,0.00002375,2026-02-24T16:29:31.307Z,0.000028204,trailingStop,+18.75%,3.7507,0.04545246,20.0000,0.24236549,+25.13%,+13.91%,3,cooldown collision,high,prev event 20s ago (< cooldown 180s)
2026-02-24T16:25:42.059Z,CZMtGTzuyTueYx9gdri2yfAeH2zwVb9bfuZSCZj1pump,POPU,0.00001615,2026-02-24T16:26:42.945Z,0.000016141925,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+38.15%,+12.78%,2,cooldown collision,high,prev event 23s ago (< cooldown 180s)
2026-02-24T16:25:42.060Z,7NoFtDpmQvE9JsRv7o6zgYZJBEcixWumJaZsDoyrpump,Xingxing,0.0001833,2026-02-24T16:27:04.012Z,0.00018320835,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+13.43%,+14.06%,3,cooldown collision,high,prev event 23s ago (< cooldown 180s)
2026-02-24T16:25:42.061Z,H7noGdq7WnvbfdgnZzwYtRdZFCADe5rivUjuiofKpump,RETURN,0.0003953,2026-02-24T16:32:07.599Z,0.00039510235000000005,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+10.79%,+3.45%,2,data insufficiency/unknown,medium,candidate reason=marketData(lowConfidence)
2026-02-24T16:25:59.341Z,7NoFtDpmQvE9JsRv7o6zgYZJBEcixWumJaZsDoyrpump,Xingxing,0.0001833,2026-02-24T16:27:04.012Z,0.00018320835,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+15.36%,+12.52%,2,cooldown collision,high,prev event 17s ago (< cooldown 180s)
2026-02-24T16:25:59.342Z,H7noGdq7WnvbfdgnZzwYtRdZFCADe5rivUjuiofKpump,RETURN,0.0003961,2026-02-24T16:32:07.599Z,0.00039590195,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+11.80%,+3.66%,3,cooldown collision,high,prev event 17s ago (< cooldown 180s)
2026-02-24T16:25:59.342Z,ByPRjYBLskAca3sRhfaAA7ZYumG5bFLvE9xETWVdpump,ADHD,0.000024,2026-02-24T16:26:21.696Z,0.000023988,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+26.45%,+15.11%,3,cooldown collision,high,prev event 40s ago (< cooldown 180s)
2026-02-24T16:26:21.695Z,7NoFtDpmQvE9JsRv7o6zgYZJBEcixWumJaZsDoyrpump,Xingxing,0.0001834,2026-02-24T16:27:04.012Z,0.00018330830000000002,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+15.42%,+12.58%,3,cooldown collision,high,prev event 22s ago (< cooldown 180s)
2026-02-24T16:26:21.695Z,H7noGdq7WnvbfdgnZzwYtRdZFCADe5rivUjuiofKpump,RETURN,0.0003961,2026-02-24T16:32:07.599Z,0.00039590195,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+11.80%,+3.34%,2,cooldown collision,high,prev event 22s ago (< cooldown 180s)
2026-02-24T16:26:21.695Z,1ugKvQBmxESGM8RX3RmBNVEwwko8i4jRaueYz9kcyai,REVAunits,0.03629,2026-02-24T16:27:04.012Z,0.036271855000000006,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+3.33%,+7.85%,2,data insufficiency/unknown,medium,candidate reason=marketData(lowConfidence)
2026-02-24T16:26:21.696Z,ByPRjYBLskAca3sRhfaAA7ZYumG5bFLvE9xETWVdpump,ADHD,0.00002376,2026-02-24T16:29:31.307Z,0.000028204,trailingStop,+18.70%,3.7407,0.04533132,20.0000,0.24236549,+25.18%,+13.96%,2,cooldown collision,high,prev event 22s ago (< cooldown 180s)
2026-02-24T16:26:42.945Z,7NoFtDpmQvE9JsRv7o6zgYZJBEcixWumJaZsDoyrpump,Xingxing,0.0001834,2026-02-24T16:27:04.012Z,0.00018330830000000002,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+15.27%,+12.38%,2,cooldown collision,high,prev event 21s ago (< cooldown 180s)
2026-02-24T16:26:42.945Z,CZMtGTzuyTueYx9gdri2yfAeH2zwVb9bfuZSCZj1pump,POPU,0.00001572,2026-02-24T16:30:14.000Z,0.00001571214,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+34.47%,+1.62%,2,cooldown collision,high,prev event 61s ago (< cooldown 180s)
2026-02-24T16:26:42.946Z,H7noGdq7WnvbfdgnZzwYtRdZFCADe5rivUjuiofKpump,RETURN,0.0004122,2026-02-24T16:27:04.012Z,0.0004119939,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+14.34%,+7.54%,3,cooldown collision,high,prev event 21s ago (< cooldown 180s)
2026-02-24T16:26:42.946Z,ByPRjYBLskAca3sRhfaAA7ZYumG5bFLvE9xETWVdpump,ADHD,0.00002571,2026-02-24T16:29:31.307Z,0.000028204,trailingStop,+9.70%,1.9401,0.02351068,20.0000,0.24236549,+35.46%,+23.31%,2,cooldown collision,high,prev event 21s ago (< cooldown 180s)
2026-02-24T16:27:04.012Z,H7noGdq7WnvbfdgnZzwYtRdZFCADe5rivUjuiofKpump,RETURN,0.0004106,2026-02-24T16:28:34.872Z,0.00041039470000000004,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+12.74%,+6.51%,2,cooldown collision,high,prev event 21s ago (< cooldown 180s)
2026-02-24T16:27:04.012Z,BKwSZd5tUFC1SudnHbhjmqJ6Nk8n5vz1wVphb7Mupump,SEAGULL,0.00001532,2026-02-24T16:28:34.871Z,0.00001531234,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+5.80%,+14.84%,2,route/quote unavailable,low,candidate reason=marketData(lowConfidence); no track artifact for mint/day
2026-02-24T16:27:04.013Z,ByPRjYBLskAca3sRhfaAA7ZYumG5bFLvE9xETWVdpump,ADHD,0.00002571,2026-02-24T16:29:31.307Z,0.000028204,trailingStop,+9.70%,1.9401,0.02351068,20.0000,0.24236549,+35.46%,+23.31%,2,cooldown collision,high,prev event 21s ago (< cooldown 180s)
2026-02-24T16:27:30.530Z,CZMtGTzuyTueYx9gdri2yfAeH2zwVb9bfuZSCZj1pump,POPU,0.00001608,2026-02-24T16:30:14.000Z,0.00001607196,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+37.55%,+5.93%,2,cooldown collision,high,prev event 48s ago (< cooldown 180s)
2026-02-24T16:27:30.532Z,ByPRjYBLskAca3sRhfaAA7ZYumG5bFLvE9xETWVdpump,ADHD,0.00003028,2026-02-24T16:29:31.307Z,0.000030264860000000003,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+59.54%,+58.53%,2,cooldown collision,high,prev event 27s ago (< cooldown 180s)
2026-02-24T16:28:11.903Z,ByPRjYBLskAca3sRhfaAA7ZYumG5bFLvE9xETWVdpump,ADHD,0.00003028,2026-02-24T16:29:31.307Z,0.000030264860000000003,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+45.23%,+71.66%,2,cooldown collision,high,prev event 41s ago (< cooldown 180s)
2026-02-24T16:28:34.871Z,CZMtGTzuyTueYx9gdri2yfAeH2zwVb9bfuZSCZj1pump,POPU,0.0000169,2026-02-24T16:28:51.684Z,0.000016891550000000003,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+30.30%,+11.18%,2,cooldown collision,high,prev event 64s ago (< cooldown 180s)
2026-02-24T16:28:34.872Z,ByPRjYBLskAca3sRhfaAA7ZYumG5bFLvE9xETWVdpump,ADHD,0.00003205,2026-02-24T16:28:51.685Z,0.000032033975000000004,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+53.72%,+81.69%,2,cooldown collision,high,prev event 23s ago (< cooldown 180s)
2026-02-24T16:29:12.009Z,CZMtGTzuyTueYx9gdri2yfAeH2zwVb9bfuZSCZj1pump,POPU,0.00001694,2026-02-24T16:29:51.953Z,0.00001693153,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+26.04%,+10.43%,2,cooldown collision,high,prev event 37s ago (< cooldown 180s)
2026-02-24T16:29:12.010Z,J6hFzNZ1yFFtwW4EPVejHJuSfWzpBq5msJfyhL55pump,Go-chan,0.00009815,2026-02-24T16:30:14.000Z,0.000098100925,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+21.32%,+13.63%,2,data insufficiency/unknown,medium,candidate reason=marketData(lowConfidence)
2026-02-24T16:29:31.306Z,J6hFzNZ1yFFtwW4EPVejHJuSfWzpBq5msJfyhL55pump,Go-chan,0.00009815,2026-02-24T16:30:14.000Z,0.000098100925,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+21.11%,+13.63%,2,cooldown collision,high,prev event 19s ago (< cooldown 180s)
2026-02-24T16:29:31.306Z,CZMtGTzuyTueYx9gdri2yfAeH2zwVb9bfuZSCZj1pump,POPU,0.00001694,2026-02-24T16:29:51.953Z,0.00001693153,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+26.04%,+4.44%,2,cooldown collision,high,prev event 19s ago (< cooldown 180s)
2026-02-24T16:29:51.953Z,H7noGdq7WnvbfdgnZzwYtRdZFCADe5rivUjuiofKpump,RETURN,0.0004108,2026-02-24T16:32:07.599Z,0.0004105946,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+13.86%,+5.36%,2,cooldown collision,high,prev event 168s ago (< cooldown 180s)
2026-02-24T16:29:51.953Z,J6hFzNZ1yFFtwW4EPVejHJuSfWzpBq5msJfyhL55pump,Go-chan,0.0001097,2026-02-24T16:30:14.000Z,0.00010964515000000001,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+35.37%,+35.62%,2,cooldown collision,high,prev event 21s ago (< cooldown 180s)
2026-02-24T16:30:14.000Z,H7noGdq7WnvbfdgnZzwYtRdZFCADe5rivUjuiofKpump,RETURN,0.0004221,2026-02-24T16:31:44.020Z,0.00042188895000000004,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+16.99%,+8.26%,2,cooldown collision,high,prev event 22s ago (< cooldown 180s)
2026-02-24T16:30:14.000Z,J6hFzNZ1yFFtwW4EPVejHJuSfWzpBq5msJfyhL55pump,Go-chan,0.00009794,2026-02-24T16:34:57.759Z,0.000106392,trailingStop,+8.63%,1.7260,0.02091559,20.0000,0.24236549,+20.85%,+23.23%,2,cooldown collision,high,prev event 22s ago (< cooldown 180s)
2026-02-24T16:30:38.551Z,H7noGdq7WnvbfdgnZzwYtRdZFCADe5rivUjuiofKpump,RETURN,0.0004221,2026-02-24T16:31:44.020Z,0.00042188895000000004,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+16.99%,+6.78%,2,cooldown collision,high,prev event 25s ago (< cooldown 180s)
2026-02-24T16:31:18.839Z,H7noGdq7WnvbfdgnZzwYtRdZFCADe5rivUjuiofKpump,RETURN,0.0004221,2026-02-24T16:31:44.020Z,0.00042188895000000004,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+11.17%,+6.56%,2,cooldown collision,high,prev event 40s ago (< cooldown 180s)
2026-02-24T16:32:25.235Z,6ydMmFRaNt4AHBjgvSogbBvcxnTrX3QzUe2AEzVppump,Pippkin,0.002184,2026-02-24T16:32:43.625Z,0.0021829080000000003,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+16.42%,+16.23%,2,data insufficiency/unknown,medium,candidate reason=marketData(lowConfidence)
2026-02-24T16:32:25.235Z,J6hFzNZ1yFFtwW4EPVejHJuSfWzpBq5msJfyhL55pump,Go-chan,0.0001209,2026-02-24T16:33:04.769Z,0.00012083955000000001,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+28.74%,+53.80%,2,cooldown collision,high,prev event 131s ago (< cooldown 180s)
2026-02-24T16:32:43.625Z,6ydMmFRaNt4AHBjgvSogbBvcxnTrX3QzUe2AEzVppump,Pippkin,0.002145,2026-02-24T16:33:25.656Z,0.0021439275000000005,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+14.34%,+14.16%,2,cooldown collision,high,prev event 18s ago (< cooldown 180s)
2026-02-24T16:32:43.625Z,J6hFzNZ1yFFtwW4EPVejHJuSfWzpBq5msJfyhL55pump,Go-chan,0.0001209,2026-02-24T16:33:04.769Z,0.00012083955000000001,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+28.74%,+53.80%,2,cooldown collision,high,prev event 18s ago (< cooldown 180s)
2026-02-24T16:34:57.759Z,ByPRjYBLskAca3sRhfaAA7ZYumG5bFLvE9xETWVdpump,ADHD,0.00003181,2026-02-24T16:44:24.246Z,0.000059444,trailingStop,+86.87%,17.3744,0.21054787,20.0000,0.24236549,+52.57%,+14.10%,2,route/quote unavailable,low,candidate reason=marketData(lowConfidence); no track artifact for mint/day
2026-02-24T16:35:20.244Z,Hep2BWs5Fu8g8zKLs9jTTiCUBRCnYNpLdJV9DtrCpump,BlueWhale,0.00288,2026-02-24T16:36:04.597Z,0.0028785600000000005,stopAtEntry,-0.05%,-0.0100,-0.00012118,20.0000,0.24236549,+16.84%,+6.16%,2,route/quote unavailable,low,candidate reason=marketData(lowConfidence); no track artifact for mint/day
